timestamp;name;progress;eng_4;eng_1;grace_eng;prox_epsilon;prox_weight;gaze_weight;grace_prox;grace_gaze
1732125010.6534336;/app/bags/user1_2017-03-03.bag;0.01416130643337965;0.0;0.8946008682250977;0.7989254593849182;0.5;0.5;0.5;0.777985155582428;0.8198658227920532
1732125010.8534412;/app/bags/user1_2017-03-03.bag;0.01416130643337965;0.0;0.8946008682250977;0.7989254593849182;0.5;0.5;0.5;0.777985155582428;0.8198658227920532
1732125011.053409;/app/bags/user1_2017-03-03.bag;0.01416130643337965;0.0;0.8946008682250977;0.7989254593849182;0.5;0.5;0.5;0.777985155582428;0.8198658227920532
1732125011.2534914;/app/bags/user1_2017-03-03.bag;0.01416130643337965;0.0;0.8946008682250977;0.7989254593849182;0.5;0.5;0.5;0.777985155582428;0.8198658227920532
1732125011.4534094;/app/bags/user1_2017-03-03.bag;0.01879226230084896;0.0;0.1770084947347641;0.7989254593849182;0.5;0.5;0.5;0.777985155582428;0.8198658227920532
1732125011.6536205;/app/bags/user1_2017-03-03.bag;0.01879226230084896;0.0;0.1770084947347641;0.7989254593849182;0.5;0.5;0.5;0.777985155582428;0.8198658227920532
1732125011.8534749;/app/bags/user1_2017-03-03.bag;0.01879226230084896;0.0;0.1770084947347641;0.7989254593849182;0.5;0.5;0.5;0.777985155582428;0.8198658227920532
1732125012.0549781;/app/bags/user1_2017-03-03.bag;0.01879226230084896;0.0;0.1770084947347641;0.7989254593849182;0.5;0.5;0.5;0.777985155582428;0.8198658227920532
1732125012.2535071;/app/bags/user1_2017-03-03.bag;0.01879226230084896;0.0;0.1770084947347641;0.7989254593849182;0.5;0.5;0.5;0.777985155582428;0.8198658227920532
1732125012.4534767;/app/bags/user1_2017-03-03.bag;0.023617124184966087;0.11842462420463562;0.17150866985321045;0.6208469867706299;0.5;0.5;0.5;0.7878238558769226;0.4538700580596924
1732125012.6534672;/app/bags/user1_2017-03-03.bag;0.023617124184966087;0.11842462420463562;0.17150866985321045;0.6669352650642395;0.5;0.5;0.5;0.8160085082054138;0.5178620219230652
1732125012.8534682;/app/bags/user1_2017-03-03.bag;0.023617124184966087;0.06613745540380478;0.17150866985321045;0.6669352650642395;0.5;0.5;0.5;0.8160085082054138;0.5178620219230652
1732125013.053478;/app/bags/user1_2017-03-03.bag;0.023617124184966087;0.0;0.17150866985321045;0.6669352650642395;0.5;0.5;0.5;0.8160085082054138;0.5178620219230652
1732125013.253438;/app/bags/user1_2017-03-03.bag;0.023617124184966087;0.0;0.8656243681907654;0.6669352650642395;0.5;0.5;0.5;0.8160085082054138;0.5178620219230652
1732125013.4534578;/app/bags/user1_2017-03-03.bag;0.02823778986930847;0.0;0.8656243681907654;0.6669352650642395;0.5;0.5;0.5;0.8160085082054138;0.5178620219230652
1732125013.6534138;/app/bags/user1_2017-03-03.bag;0.02823778986930847;0.0;0.8656243681907654;0.6669352650642395;0.5;0.5;0.5;0.8160085082054138;0.5178620219230652
1732125013.853499;/app/bags/user1_2017-03-03.bag;0.02823778986930847;0.0;0.8656243681907654;0.6669352650642395;0.5;0.5;0.5;0.8160085082054138;0.5178620219230652
1732125014.0534618;/app/bags/user1_2017-03-03.bag;0.02823778986930847;0.0;0.8656243681907654;0.6669352650642395;0.5;0.5;0.5;0.8160085082054138;0.5178620219230652
1732125014.2534356;/app/bags/user1_2017-03-03.bag;0.02823778986930847;0.0;0.25143691897392273;0.6669352650642395;0.5;0.5;0.5;0.8160085082054138;0.5178620219230652
1732125014.4534633;/app/bags/user1_2017-03-03.bag;0.032882820814847946;0.0;0.25143691897392273;0.6669352650642395;0.5;0.5;0.5;0.8160085082054138;0.5178620219230652
1732125014.653457;/app/bags/user1_2017-03-03.bag;0.032882820814847946;0.0;0.25143691897392273;0.6669352650642395;0.5;0.5;0.5;0.8160085082054138;0.5178620219230652
1732125014.853438;/app/bags/user1_2017-03-03.bag;0.032882820814847946;0.0;0.25143691897392273;0.6669352650642395;0.5;0.5;0.5;0.8160085082054138;0.5178620219230652
1732125015.053476;/app/bags/user1_2017-03-03.bag;0.032882820814847946;0.0;0.25143691897392273;0.6669352650642395;0.5;0.5;0.5;0.8160085082054138;0.5178620219230652
1732125015.2534735;/app/bags/user1_2017-03-03.bag;0.032882820814847946;0.0;0.1387801617383957;0.6669352650642395;0.5;0.5;0.5;0.8160085082054138;0.5178620219230652
1732125015.453445;/app/bags/user1_2017-03-03.bag;0.03764152526855469;0.0;0.1387801617383957;0.6669352650642395;0.5;0.5;0.5;0.8160085082054138;0.5178620219230652
1732125015.6534572;/app/bags/user1_2017-03-03.bag;0.03764152526855469;0.0;0.1387801617383957;0.6669352650642395;0.5;0.5;0.5;0.8160085082054138;0.5178620219230652
1732125015.8535702;/app/bags/user1_2017-03-03.bag;0.03764152526855469;0.0;0.1387801617383957;0.6669352650642395;0.5;0.5;0.5;0.8160085082054138;0.5178620219230652
1732125016.0534542;/app/bags/user1_2017-03-03.bag;0.03764152526855469;0.0;0.1607336401939392;0.6669352650642395;0.5;0.5;0.5;0.8160085082054138;0.5178620219230652
1732125016.2535868;/app/bags/user1_2017-03-03.bag;0.03764152526855469;0.0;0.1607336401939392;0.6669352650642395;0.5;0.5;0.5;0.8160085082054138;0.5178620219230652
1732125016.4534461;/app/bags/user1_2017-03-03.bag;0.03764152526855469;0.0;0.1607336401939392;0.6669352650642395;0.5;0.5;0.5;0.8160085082054138;0.5178620219230652
1732125016.6535406;/app/bags/user1_2017-03-03.bag;0.0422656275331974;0.0;0.1607336401939392;0.6669352650642395;0.5;0.5;0.5;0.8160085082054138;0.5178620219230652
1732125016.8534713;/app/bags/user1_2017-03-03.bag;0.0422656275331974;0.0;0.1607336401939392;0.6669352650642395;0.5;0.5;0.5;0.8160085082054138;0.5178620219230652
