timestamp;name;progress;eng_4;eng_1;grace_eng;prox_epsilon;prox_weight;gaze_weight
54600.400248289;/app/bags/user95_2017-02-24.bag;0.1743963062763214;0.0;0.9673163294792175;0.7287417650222778;4.009382420020071;0.23503667064228118;0.7649633293577188
54600.60021162;/app/bags/user95_2017-02-24.bag;0.1743963062763214;0.0;0.9673163294792175;0.09043901413679123;10.050668323577687;0.895805937008326;0.104194062991674
54600.700289726;/app/bags/user95_2017-02-24.bag;0.1743963062763214;0.0;0.9673163294792175;0.7378087639808655;2.8353420601792907;0.4784653399511952;0.5215346600488048
54601.000133514;/app/bags/user95_2017-02-24.bag;0.1743963062763214;0.0;0.9763107895851135;0.028783651068806648;12.356392756266498;0.9742079243083474;0.02579207569165265
54601.200146198;/app/bags/user95_2017-02-24.bag;0.1743963062763214;0.0;0.9763107895851135;0.7900558710098267;7.20412419530628;0.09019668333483932;0.9098033166651607
54601.400249719;/app/bags/user95_2017-02-24.bag;0.17577333748340607;0.0;0.9763107895851135;0.2960440218448639;6.133708782715277;0.08910680076535615;0.9108931992346438
54601.600170135;/app/bags/user95_2017-02-24.bag;0.17577333748340607;0.0;0.9763107895851135;0.6553479433059692;0.2961718272319952;0.5229419652052547;0.4770580347947453
54601.800247192;/app/bags/user95_2017-02-24.bag;0.17577333748340607;0.0;0.9653146266937256;0.5070367455482483;14.743158210565145;0.4157158988320092;0.5842841011679908
54602.000174045;/app/bags/user95_2017-02-24.bag;0.17577333748340607;0.0;0.9653146266937256;0.2742757797241211;13.543233240828144;0.9111006568183279;0.08889934318167214
54602.100266456;/app/bags/user95_2017-02-24.bag;0.17577333748340607;0.0;0.9653146266937256;0.04578162729740143;5.187234076784189;0.47717840471995066;0.5228215952800493
54602.400674343;/app/bags/user95_2017-02-24.bag;0.1771674007177353;0.0;0.9794151186943054;0.8414720296859741;7.873497973809823;0.4489618349637797;0.5510381650362203
54602.600236892;/app/bags/user95_2017-02-24.bag;0.1771674007177353;0.0;0.9794151186943054;0.8587757349014282;13.018173615050662;0.010389180687988997;0.989610819312011
54602.700339794;/app/bags/user95_2017-02-24.bag;0.1771674007177353;0.0;0.9794151186943054;0.5776098966598511;14.626292181408639;0.3343908868161607;0.6656091131838393
54603.000285148;/app/bags/user95_2017-02-24.bag;0.1771674007177353;0.0;0.930298924446106;0.8667590618133545;8.884254950673407;0.39171928553583935;0.6082807144641607
54603.200342655;/app/bags/user95_2017-02-24.bag;0.1771674007177353;0.0;0.930298924446106;0.7524099946022034;5.418275615375367;0.03704502213729566;0.9629549778627043
54603.400123119;/app/bags/user95_2017-02-24.bag;0.17854875326156616;0.0;0.930298924446106;0.766440212726593;8.601612222656904;0.22708231504285248;0.7729176849571475
54603.600209951;/app/bags/user95_2017-02-24.bag;0.17854875326156616;0.0;0.930298924446106;0.804039478302002;3.4725243017552287;0.13919583372500133;0.8608041662749987
